ukprn,institution,subject,level,question,A_STRONGLY_DISAGREE,A_DISAGREE,A_NEUTRAL,A_AGREE,A_STRONGLY_AGREE,A_NA,CI_MIN,score,CI_MAX,response,sample,aggregate
10007150,University of Kent,(B) Social studies,First degree,Q04,0,3,6,40,52,0,88,91,94,561,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q05,1,7,11,45,36,1,77,81,85,560,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q06,2,4,12,50,32,1,78,82,85,560,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q07,3,11,18,44,25,0,64,68,73,561,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q08,1,10,17,44,28,3,68,72,77,558,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q09,3,12,20,37,27,4,60,65,69,557,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q10,2,5,13,42,38,1,75,79,83,560,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q11,0,3,5,35,56,0,88,92,94,561,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q12,1,6,15,37,41,7,73,78,82,554,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q13,1,5,6,36,52,0,84,88,90,561,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q14,1,3,7,38,52,2,86,90,92,559,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q15,1,1,4,42,51,0,90,93,95,561,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q16,3,9,7,41,40,1,77,81,85,560,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q17,3,7,10,35,46,2,76,80,84,559,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q18,1,4,18,34,43,81,73,77,81,480,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q19,1,5,12,43,39,5,78,82,86,556,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q20,0,3,14,37,45,2,78,82,86,559,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q21,0,3,15,43,39,1,78,82,85,560,760,NULL
10007150,University of Kent,(B) Social studies,First degree,Q22,1,3,4,40,53,0,90,93,95,561,760,NULL
10007150,University of Kent,(C) Law,First degree,Q01,1,2,8,61,28,0,85,89,93,329,515,NULL
10007150,University of Kent,(C) Law,First degree,Q02,2,6,8,60,24,0,79,84,88,329,515,NULL
10007150,University of Kent,(C) Law,First degree,Q03,1,2,8,50,38,1,83,88,92,328,515,NULL
10007150,University of Kent,(C) Law,First degree,Q04,1,1,7,42,49,0,87,91,94,329,515,NULL
10007150,University of Kent,(C) Law,First degree,Q05,3,12,14,46,25,1,65,72,77,328,515,NULL
10007150,University of Kent,(C) Law,First degree,Q06,3,10,19,47,21,1,62,68,74,328,515,NULL
10007150,University of Kent,(C) Law,First degree,Q07,6,9,25,39,21,1,53,60,66,328,515,NULL
10007150,University of Kent,(C) Law,First degree,Q08,4,8,15,50,23,0,68,74,79,329,515,NULL
10007150,University of Kent,(C) Law,First degree,Q09,5,16,22,41,16,1,51,57,63,328,515,NULL
10007150,University of Kent,(C) Law,First degree,Q10,4,6,16,44,30,2,68,74,80,327,515,NULL
10007150,University of Kent,(C) Law,First degree,Q11,1,5,8,45,40,1,81,86,90,328,515,NULL
10007150,University of Kent,(C) Law,First degree,Q12,4,8,17,38,33,7,65,71,77,322,515,NULL
10007150,University of Kent,(C) Law,First degree,Q13,3,6,6,41,45,0,80,85,89,329,515,NULL
10007150,University of Kent,(C) Law,First degree,Q14,3,5,8,45,38,1,78,83,88,328,515,NULL
10007150,University of Kent,(C) Law,First degree,Q15,2,6,11,46,35,1,75,81,85,328,515,NULL
10007150,University of Kent,(C) Law,First degree,Q16,3,6,9,41,40,0,76,82,86,329,515,NULL
10007150,University of Kent,(C) Law,First degree,Q17,3,7,9,36,45,3,76,82,86,326,515,NULL
10007150,University of Kent,(C) Law,First degree,Q18,2,5,20,39,35,48,67,73,79,281,515,NULL
10007150,University of Kent,(C) Law,First degree,Q19,1,4,15,44,36,2,74,80,84,327,515,NULL
10007150,University of Kent,(C) Law,First degree,Q20,0,3,16,38,43,3,75,81,85,326,515,NULL
10007150,University of Kent,(C) Law,First degree,Q21,0,4,15,43,38,1,75,80,85,328,515,NULL
10007150,University of Kent,(C) Law,First degree,Q22,2,4,7,43,45,0,83,87,91,329,515,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q01,0,5,7,69,19,0,83,87,91,405,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q02,1,8,19,55,16,0,66,71,76,405,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q03,0,4,14,53,30,0,78,82,86,405,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q04,1,3,14,51,31,0,77,82,86,405,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q05,1,4,11,44,40,0,79,84,88,405,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q06,1,7,15,51,26,0,72,77,81,405,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q07,3,15,22,42,18,1,54,60,66,404,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q08,5,14,21,41,19,0,54,60,65,405,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q09,4,12,24,42,18,0,54,60,65,405,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q10,2,7,20,49,23,4,67,72,77,401,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q11,2,4,8,45,41,1,82,86,90,404,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q12,2,6,23,44,26,11,64,69,74,394,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q13,3,9,9,42,37,1,74,79,84,404,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q14,2,4,10,42,43,4,80,85,89,401,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q15,2,3,10,48,37,1,81,85,89,404,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q16,1,7,9,42,41,2,78,83,87,403,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q17,2,8,9,41,39,3,75,80,84,402,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q18,1,6,17,41,35,41,71,76,81,364,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q19,2,5,16,43,34,1,72,77,82,404,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q20,1,5,15,33,46,1,74,79,83,404,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q21,1,5,17,44,33,1,71,77,81,404,542,NULL
10007150,University of Kent,(D) Business and Administrative studies,First degree,Q22,1,3,6,55,35,1,87,90,93,404,542,NULL
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q01,3,3,6,45,42,0,69,87,95,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q02,0,0,10,45,45,0,73,90,97,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q03,0,3,6,13,77,0,73,90,97,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q04,0,0,0,23,77,0,87,100,100,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q05,3,19,6,29,42,0,51,71,85,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q06,3,6,23,55,13,0,48,68,83,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q07,6,23,16,42,13,0,36,55,72,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q08,0,3,3,55,39,0,77,94,98,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q09,3,13,10,39,35,0,55,74,87,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q10,3,3,6,26,61,0,69,87,95,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q11,3,0,0,29,68,0,82,97,100,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q12,3,3,7,27,60,1,68,87,95,30,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q13,3,10,13,26,48,0,55,74,87,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q14,10,23,10,39,19,0,39,58,75,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q15,6,10,16,45,23,0,48,68,83,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q16,0,0,3,39,58,0,82,97,100,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q17,0,0,3,23,74,0,82,97,100,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q18,0,0,0,40,60,1,86,100,100,30,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q19,3,6,3,26,61,0,69,87,95,31,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q20,0,3,3,23,70,1,77,93,98,30,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q21,0,3,3,30,63,1,77,93,98,30,35,Y
10007150,University of Kent,(E) Mass Communications and Documentation,First degree,Q22,0,6,6,29,58,0,69,87,95,31,35,Y
10007150,University of Kent,(F) Languages,First degree,Q01,0,1,3,64,32,0,93,96,98,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q02,0,2,5,62,32,0,90,94,96,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q03,0,1,4,43,51,0,91,95,97,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q04,1,1,5,47,47,0,90,94,96,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q05,2,9,10,55,25,0,75,80,85,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q06,2,4,12,57,25,0,77,82,86,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q07,3,8,18,49,22,2,65,71,76,390,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q08,1,3,8,51,37,0,83,87,91,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q09,1,6,17,50,27,1,71,76,81,391,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q10,1,6,10,54,29,0,78,83,87,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q11,0,5,7,40,47,0,83,87,91,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q12,3,7,15,44,30,2,69,74,79,390,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q13,1,3,7,42,47,0,85,89,92,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q14,2,6,7,48,38,8,81,86,89,384,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q15,1,4,9,47,39,0,82,87,90,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q16,4,11,9,48,28,0,70,76,81,392,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q17,3,11,11,44,31,5,69,74,79,387,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q18,1,7,22,43,27,85,64,70,76,307,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q19,1,3,15,48,33,2,76,81,85,390,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q20,1,2,12,39,45,1,79,84,88,391,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q21,1,3,14,49,33,3,76,81,86,389,543,NULL
10007150,University of Kent,(F) Languages,First degree,Q22,1,2,4,48,45,0,90,93,96,392,543,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q01,0,2,3,62,33,0,91,95,97,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q02,1,2,6,55,36,0,85,90,94,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q03,0,1,6,38,54,0,88,92,95,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q04,1,1,8,41,49,0,85,90,94,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q05,2,12,11,49,25,0,68,74,80,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q06,2,6,11,52,28,0,74,80,85,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q07,3,8,17,48,24,1,65,72,77,296,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q08,2,4,8,50,36,0,80,85,90,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q09,3,10,15,45,28,2,66,73,79,295,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q10,2,4,11,48,35,0,77,83,87,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q11,1,1,7,43,47,0,85,90,94,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q12,4,6,16,45,30,5,68,74,80,292,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q13,3,2,7,40,48,0,83,88,92,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q14,1,4,9,43,43,2,80,86,90,295,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q15,0,1,8,47,44,0,86,91,94,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q16,5,14,12,42,28,0,63,69,75,297,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q17,3,11,10,42,34,2,70,76,82,295,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q18,3,8,22,41,25,68,59,67,74,229,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q19,2,2,15,45,35,2,74,80,85,295,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q20,1,2,13,42,42,1,78,84,88,296,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q21,1,3,16,45,35,2,73,80,85,295,427,NULL
10007150,University of Kent,(G) Historical and Philosophical studies,First degree,Q22,2,1,6,43,47,0,86,91,94,297,427,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q01,1,3,4,62,30,0,86,92,96,212,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q02,0,3,6,52,39,1,85,91,95,211,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q03,0,1,3,41,55,1,91,96,98,211,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q04,1,3,6,44,45,0,84,90,94,212,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q05,2,10,17,49,22,0,63,71,78,212,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q06,2,7,13,53,24,0,70,78,84,212,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q07,2,14,18,44,23,1,58,66,74,211,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q08,1,5,10,50,35,0,78,85,90,212,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q09,2,6,15,52,25,0,70,77,84,212,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q10,2,4,11,51,32,0,75,83,88,212,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q11,2,6,7,38,47,0,78,85,90,212,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q12,1,7,14,49,29,1,70,78,84,211,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q13,1,2,9,43,45,0,81,88,92,212,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q14,4,9,12,44,31,3,67,75,82,209,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q15,5,5,15,51,24,0,67,75,82,212,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q16,1,7,7,46,39,3,78,85,90,209,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q17,3,9,9,41,38,1,72,80,86,211,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q18,1,8,16,44,31,12,67,75,82,200,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q19,1,2,12,43,42,2,78,85,90,210,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q20,0,3,14,36,48,1,76,83,89,211,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q21,1,4,12,39,45,0,77,84,89,212,294,NULL
10007150,University of Kent,(H) Creative Arts and Design,First degree,Q22,1,4,6,44,45,0,82,89,93,212,294,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,NHS1,0,4,15,54,27,0,60,81,92,26,36,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,NHS2,0,0,15,46,38,0,64,85,94,26,36,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,NHS3,4,0,15,42,38,0,60,81,92,26,36,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,NHS4,0,0,8,62,31,0,74,92,98,26,36,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,NHS5,0,4,0,58,38,0,79,96,99,26,36,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,NHS6,0,0,8,69,23,0,74,92,98,26,36,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q01,1,2,10,63,24,0,80,87,92,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q02,1,5,16,56,23,0,70,79,86,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q03,0,5,14,43,38,0,73,81,87,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q04,2,2,12,47,37,0,75,83,89,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q05,2,6,10,41,41,0,73,82,88,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q06,1,4,12,49,34,0,75,83,89,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q07,4,15,19,40,22,0,53,63,71,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q08,0,11,17,50,23,0,64,73,80,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q09,1,15,23,39,22,0,51,61,70,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q10,2,6,17,36,40,0,67,76,84,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q11,1,4,13,37,46,0,75,83,89,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q12,1,2,18,43,36,3,70,79,86,125,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q13,2,6,9,43,40,0,74,83,89,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q14,1,7,14,36,42,2,69,78,85,126,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q15,2,13,21,34,30,0,54,64,72,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q16,2,4,6,34,54,0,81,88,93,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q17,0,1,6,35,58,3,86,93,96,125,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q18,0,2,13,36,50,7,78,86,91,121,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q19,1,2,9,43,45,0,81,88,93,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q20,2,0,8,31,59,0,83,91,95,128,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q21,2,2,10,42,45,1,79,87,92,127,167,NULL
10007151,University of Lincoln,(2) Subjects allied to Medicine,First degree,Q22,1,5,7,49,39,0,80,88,93,128,167,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q01,0,7,3,63,27,0,86,90,94,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q02,2,7,9,55,27,0,76,82,87,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q03,0,5,6,40,49,0,84,89,92,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q04,1,5,8,48,38,0,81,86,90,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q05,2,8,6,39,45,0,78,84,88,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q06,4,9,8,46,33,0,73,79,84,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q07,2,14,13,38,33,0,65,72,77,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q08,2,11,8,43,36,0,73,79,84,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q09,2,16,14,36,32,0,62,68,74,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q10,3,7,9,43,39,0,76,82,86,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q11,3,6,5,40,47,0,81,87,91,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q12,1,8,13,39,39,1,72,78,83,262,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q13,3,8,7,36,46,0,77,82,87,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q14,2,8,5,40,45,1,79,85,89,262,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q15,2,9,10,41,38,0,72,79,84,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q16,1,4,3,38,53,0,87,92,95,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q17,1,3,5,36,55,0,86,91,94,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q18,0,4,6,33,58,3,86,90,94,260,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q19,3,4,9,44,40,0,78,83,88,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q20,1,4,10,33,52,0,79,85,89,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q21,2,5,9,41,44,0,79,85,89,263,362,NULL
10007151,University of Lincoln,(3) Biological Sciences,First degree,Q22,2,7,7,41,43,0,79,84,89,263,362,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q01,0,3,7,79,11,0,80,90,95,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q02,0,9,16,67,9,0,63,76,85,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q03,3,6,9,51,31,0,71,83,90,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q04,0,13,9,56,23,0,66,79,87,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q05,3,11,24,46,16,0,48,61,73,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q06,7,14,24,43,11,0,42,54,67,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q07,19,26,19,33,4,0,26,37,50,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q08,4,19,20,50,7,0,44,57,69,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q09,10,19,20,43,9,0,39,51,64,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q10,7,7,11,56,19,0,62,74,84,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q11,4,7,17,49,23,0,59,71,81,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q12,6,3,27,43,21,0,51,64,75,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q13,13,20,13,39,16,0,42,54,67,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q14,7,13,16,47,16,2,50,63,75,68,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q15,6,13,14,49,19,0,54,67,78,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q16,4,20,10,46,20,0,53,66,77,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q17,1,10,7,47,34,0,69,81,89,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q18,3,10,24,44,19,2,50,63,75,68,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q19,7,10,20,39,24,0,50,63,74,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q20,6,3,23,37,31,0,56,69,79,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q21,4,4,21,41,29,0,57,70,80,70,98,NULL
10007151,University of Lincoln,(5) Agriculture and related subjects,First degree,Q22,4,7,6,53,30,0,71,83,90,70,98,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q01,2,2,2,61,34,0,86,95,99,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q02,2,1,11,38,48,0,74,86,93,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q03,2,0,2,30,66,0,87,96,99,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q04,2,0,3,46,49,0,86,95,99,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q05,3,7,19,50,20,0,57,70,81,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q06,2,9,14,46,30,0,63,76,86,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q07,10,13,12,49,17,0,52,66,77,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q08,3,7,18,50,22,0,58,71,82,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q09,3,12,23,33,29,0,48,62,74,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q10,2,5,6,45,42,0,75,87,94,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q11,3,3,2,35,56,0,80,91,96,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q12,0,2,15,33,51,1,71,84,91,67,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q13,8,4,8,30,50,0,67,80,89,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q14,2,6,8,36,49,1,72,85,92,67,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q15,2,2,16,41,39,0,67,80,89,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q16,2,0,5,31,62,0,83,94,98,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q17,0,0,0,38,62,0,93,100,100,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q18,2,0,11,20,67,1,76,88,94,67,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q19,3,3,16,41,37,1,64,77,87,67,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q20,2,5,19,21,54,1,61,75,85,67,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q21,2,5,16,33,45,0,64,78,87,68,92,NULL
10007151,University of Lincoln,(6) Physical Sciences,First degree,Q22,2,0,0,49,50,0,90,98,100,68,92,NULL
10007151,University of Lincoln,(8) Computer Science,First degree,Q01,2,2,13,63,21,0,71,84,92,62,96,NULL
